id,year,dest,origin,status
1,2012,BVH,ORH,Approved
2,2012,BVH,ELH,Approved
3,2012,BVH,CPH,Approved
4,2012,BVH,CVH,Approved
5,2012,BVH,CVH,Approved
6,2012,BVH,CPH,Approved
7,2012,BVH,SYH,Approved
8,2012,BVH,HTH,Approved
9,2012,BVH,CVH,Approved
10,2012,BVH,ELH,Approved
11,2012,BVH,ORH,Approved
12,2012,BVH,ORH,Approved
13,2012,BVH,MOH,Approved
14,2012,BVH,CPH,Approved
15,2012,BVH,CVH,Approved
16,2012,BVH,CVH,Approved
17,2012,BVH,ELH,Approved
18,2012,BVH,HTH,Approved
19,2012,BVH,CVH,Approved
20,2012,BVH,CPH,Approved
21,2012,BVH,HTH,Approved
22,2012,BVH,CVH,Approved
23,2012,BVH,ORH,Approved
24,2012,BVH,HTH,Approved
25,2012,BVH,ORH,Approved
26,2012,BVH,ORH,Approved
27,2012,BVH,ORH,Approved
28,2012,BVH,CVH,Approved
29,2012,BVH,HTH,Approved
30,2012,BVH,CVH,Approved
31,2012,BVH,ORH,Approved
32,2012,BVH,CVH,Approved
33,2012,BVH,ORH,Approved
34,2012,BVH,CVH,Approved
35,2012,BVH,SUH,Approved
36,2012,BVH,ORH,Approved
37,2012,BVH,HTH,Approved
38,2012,BVH,SUH,Approved
39,2012,BVH,SUH,Approved
40,2012,BVH,HTH,Approved
41,2012,BVH,OLH,Approved
42,2012,BVH,ELH,Approved
43,2012,BVH,OLH,Approved
44,2012,BVH,CVH,Approved
45,2012,BVH,HTH,Approved
46,2012,BVH,ORH,Approved
47,2012,BVH,ORH,Approved
48,2012,BVH,OLH,Approved
49,2012,BVH,CPH,Approved
50,2012,BVH,CVH,Approved
51,2012,BVH,SYH,Approved
52,2012,BVH,CPH,Approved
53,2012,BVH,SYH,Approved
54,2012,BVH,HTH,Approved
55,2012,BVH,CPH,Approved
56,2012,BVH,MOH,Approved
57,2012,BVH,ELH,Approved
58,2012,BVH,CPH,Approved
59,2012,BVH,HTH,Approved
60,2012,BVH,ELH,Approved
61,2012,BVH,MVH,Approved
62,2012,BVH,HTH,Approved
63,2012,BVH,SYH,Approved
64,2012,BVH,SUH,Approved
65,2012,BVH,CVH,Approved
66,2012,BVH,HTH,Approved
67,2012,BVH,SOH,Approved
68,2012,BVH,SOH,Approved
69,2012,BVH,OLH,Approved
70,2012,BVH,ORH,Approved
71,2012,BVH,ELH,Approved
72,2012,BVH,ORH,Approved
73,2012,BVH,MOH,Approved
74,2012,BVH,ELH,Approved
75,2012,BVH,SYH,Approved
76,2012,BVH,CVH,Approved
77,2012,BVH,ORH,Approved
78,2012,BVH,ORH,Approved
79,2012,BVH,HTH,Approved
80,2012,BVH,SUH,Approved
81,2012,BVH,ELH,Approved
82,2012,BVH,OLH,Approved
83,2012,BVH,CPH,Approved
84,2012,BVH,SUH,Approved
85,2012,BVH,HTH,Approved
86,2012,BVH,ORH,Approved
87,2012,BVH,SUH,Approved
88,2012,BVH,ORH,Approved
89,2012,BVH,ORH,Approved
90,2012,BVH,HTH,Approved
91,2012,BVH,HTH,Approved
92,2012,BVH,MVH,Approved
93,2012,BVH,HTH,Approved
94,2012,BVH,CPH,Approved
95,2012,BVH,CPH,Approved
96,2012,BVH,GJH,Approved
97,2012,BVH,ORH,Approved
98,2012,BVH,MOH,Approved
99,2012,BVH,MOH,Approved
100,2012,BVH,OLH,Approved
101,2012,BVH,SYH,Approved
102,2012,BVH,MOH,Approved
103,2012,BVH,ORH,Approved
104,2012,BVH,SOH,Approved
105,2012,BVH,SOH,Approved
106,2012,BVH,SOH,Approved
107,2012,BVH,SYH,Approved
108,2012,BVH,ELH,Approved
109,2012,BVH,HTH,Approved
110,2012,BVH,CVH,Approved
111,2012,BVH,ORH,Approved
112,2012,BVH,CVH,Approved
113,2012,BVH,CVH,Approved
114,2012,BVH,CPH,Approved
115,2012,BVH,ORH,Approved
116,2012,BVH,HTH,Approved
117,2012,BVH,ORH,Approved
118,2012,BVH,ELH,Approved
119,2012,BVH,HTH,Approved
120,2012,BVH,CVH,Approved
121,2012,BVH,ORH,Approved
122,2012,BVH,HTH,Approved
123,2012,BVH,ELH,Approved
124,2012,BVH,ORH,Approved
125,2012,BVH,HTH,Approved
126,2012,BVH,SUH,Approved
127,2012,BVH,MVH,Approved
128,2012,BVH,HTH,Approved
129,2012,BVH,OLH,Approved
130,2012,BVH,SOH,Approved
131,2012,BVH,GJH,Approved
132,2012,BVH,ORH,Approved
133,2012,BVH,SOH,Approved
134,2012,BVH,MOH,Approved
135,2012,BVH,ORH,Approved
136,2012,BVH,ORH,Approved
137,2012,BVH,MOH,Approved
138,2012,BVH,SYH,Approved
139,2012,BVH,HTH,Approved
140,2012,BVH,SOH,Approved
141,2012,BVH,GJH,Approved
142,2012,BVH,OLH,Approved
143,2012,BVH,ELH,Approved
144,2012,BVH,GJH,Approved
145,2012,BVH,SUH,Approved
146,2012,BVH,CPH,Approved
147,2012,BVH,ELH,Approved
148,2012,BVH,SOH,Approved
149,2012,BVH,ORH,Approved
150,2012,BVH,ORH,Approved
151,2012,BVH,ELH,Approved
152,2012,BVH,ELH,Approved
153,2012,BVH,ELH,Approved
154,2012,BVH,OLH,Approved
155,2012,BVH,CVH,Approved
156,2012,BVH,CPH,Approved
157,2012,BVH,ELH,Approved
158,2012,BVH,ORH,Approved
159,2012,BVH,SYH,Approved
160,2012,BVH,HTH,Approved
161,2012,BVH,OLH,Approved
162,2012,BVH,OLH,Approved
163,2012,BVH,ELH,Approved
164,2012,BVH,OLH,Approved
165,2012,BVH,CVH,Approved
166,2012,BVH,HTH,Approved
167,2012,BVH,ELH,Approved
168,2012,BVH,ELH,Approved
169,2012,BVH,CPH,Approved
170,2012,BVH,ORH,Approved
171,2012,BVH,SUH,Approved
172,2012,BVH,SOH,Approved
173,2012,BVH,SUH,Approved
174,2012,BVH,HTH,Approved
175,2012,BVH,CPH,Approved
176,2012,BVH,HTH,Approved
177,2012,BVH,MVH,Approved
178,2012,BVH,CVH,Approved
179,2012,BVH,ORH,Approved
180,2012,BVH,ORH,Approved
181,2012,BVH,SUH,Approved
182,2012,BVH,OLH,Approved
183,2012,BVH,CVH,Approved
184,2012,BVH,CPH,Approved
185,2012,BVH,ELH,Approved
186,2012,BVH,ORH,Approved
187,2012,BVH,SUH,Approved
188,2012,BVH,MVH,Approved
189,2012,BVH,ELH,Approved
190,2012,BVH,SUH,Approved
191,2012,BVH,CPH,Approved
192,2012,BVH,ELH,Approved
193,2012,BVH,ELH,Approved
194,2012,BVH,CPH,Approved
195,2012,BVH,HTH,Approved
196,2012,BVH,ORH,Approved
197,2012,BVH,CVH,Approved
198,2012,BVH,ORH,Approved
199,2012,BVH,ORH,Approved
200,2012,BVH,HTH,Approved
201,2012,BVH,SUH,Approved
202,2012,BVH,ORH,Approved
203,2012,BVH,CVH,Approved
204,2012,BVH,SYH,Approved
205,2012,BVH,HTH,Approved
206,2012,BVH,OLH,Approved
207,2012,BVH,ELH,Approved
208,2012,BVH,OLH,Approved
209,2012,BVH,SUH,Approved
210,2012,BVH,HTH,Approved
211,2012,BVH,ORH,Approved
212,2012,BVH,ELH,Approved
213,2012,BVH,OLH,Approved
214,2012,BVH,OLH,Approved
215,2012,BVH,SUH,Approved
216,2012,BVH,SUH,Approved
217,2012,BVH,HTH,Approved
218,2012,BVH,HTH,Approved
219,2012,BVH,HTH,Approved
220,2012,BVH,SUH,Approved
221,2012,BVH,CPH,Approved
222,2012,BVH,CPH,Approved
223,2012,BVH,CPH,Approved
224,2012,BVH,ORH,Approved
225,2012,BVH,ORH,Approved
226,2012,BVH,HTH,Approved
227,2012,BVH,HTH,Approved
228,2012,BVH,CVH,Approved
229,2012,BVH,CPH,Approved
230,2012,BVH,ELH,Approved
231,2012,BVH,OLH,Approved
232,2012,BVH,MVH,Approved
233,2012,BVH,ELH,Approved
234,2012,BVH,SUH,Approved
235,2012,BVH,MVH,Approved
236,2012,BVH,HTH,Approved
237,2012,BVH,HTH,Approved
238,2012,BVH,ELH,Approved
239,2012,BVH,HTH,Approved
240,2012,BVH,CPH,Approved
241,2012,BVH,CPH,Approved
242,2012,BVH,ELH,Approved
243,2012,BVH,ORH,Approved
244,2012,BVH,CVH,Approved
245,2012,BVH,ELH,Approved
246,2012,BVH,GJH,Approved
247,2012,BVH,GJH,Approved
248,2012,BVH,SOH,Approved
249,2012,BVH,SYH,Approved
250,2012,BVH,CVH,Approved
251,2012,BVH,ORH,Approved
252,2012,BVH,CVH,Approved
253,2012,BVH,HTH,Approved
254,2012,BVH,CPH,Approved
255,2012,BVH,ELH,Approved
256,2012,BVH,HTH,Approved
257,2012,BVH,SOH,Approved
258,2012,BVH,ORH,Approved
259,2012,BVH,HTH,Approved
260,2012,BVH,CVH,Approved
261,2012,BVH,ORH,Approved
262,2012,BVH,ORH,Approved
263,2012,BVH,OLH,Approved
264,2012,BVH,OLH,Approved
265,2012,BVH,ELH,Approved
266,2012,BVH,HTH,Approved
267,2012,BVH,ORH,Approved
268,2012,BVH,MOH,Approved
269,2012,BVH,SYH,Approved
270,2012,BVH,SYH,Approved
271,2012,BVH,SOH,Approved
272,2012,BVH,MOH,Approved
273,2012,BVH,SYH,Approved
274,2012,BVH,MOH,Approved
275,2012,BVH,ELH,Approved
276,2012,BVH,HTH,Approved
277,2012,BVH,SUH,Approved
278,2012,BVH,ELH,Approved
279,2012,BVH,SUH,Approved
280,2012,BVH,ELH,Denied
281,2012,BVH,CPH,Approved
282,2012,BVH,ORH,Approved
283,2012,BVH,SOH,Approved
284,2012,BVH,SUH,Approved
285,2012,BVH,OLH,Approved
286,2012,BVH,SUH,Approved
287,2012,BVH,ORH,Approved
288,2012,BVH,SOH,Approved
289,2012,BVH,ORH,Approved
290,2012,BVH,HTH,Approved
291,2012,BVH,ORH,Approved
292,2012,BVH,OLH,Approved
293,2012,BVH,OLH,Approved
294,2012,BVH,OLH,Approved
295,2012,BVH,SUH,Approved
296,2012,BVH,ORH,Approved
297,2012,BVH,ORH,Approved
298,2012,BVH,CVH,Approved
299,2012,BVH,ELH,Approved
300,2012,BVH,SOH,Approved
301,2012,BVH,GJH,Approved
302,2012,BVH,HTH,Approved
303,2012,BVH,HTH,Approved
304,2012,BVH,ORH,Approved
305,2012,BVH,ORH,Approved
306,2012,BVH,CVH,Approved
307,2012,BVH,ELH,Approved
308,2012,BVH,HTH,Approved
309,2012,BVH,ELH,Approved
310,2012,BVH,OLH,Approved
311,2012,BVH,OLH,Approved
312,2012,BVH,SUH,Approved
313,2012,BVH,SUH,Approved
314,2012,BVH,ELH,Approved
315,2012,BVH,OLH,Denied
316,2012,BVH,MVH,Approved
317,2012,BVH,CPH,Approved
318,2012,BVH,CPH,Approved
319,2012,BVH,SYH,Approved
320,2012,BVH,ORH,Approved
321,2012,BVH,HTH,Approved
322,2012,BVH,HTH,Approved
323,2012,BVH,SUH,Approved
324,2012,BVH,SUH,Approved
325,2012,BVH,HTH,Approved
326,2012,BVH,SYH,Approved
327,2012,BVH,SOH,Approved
328,2012,BVH,CVH,Approved
329,2012,BVH,ORH,Approved
330,2012,BVH,CVH,Approved
331,2012,BVH,ORH,Approved
332,2012,BVH,HTH,Approved
333,2012,BVH,ELH,Approved
334,2012,BVH,CPH,Approved
335,2012,BVH,CPH,Approved
336,2012,BVH,CPH,Approved
337,2012,BVH,ELH,Approved
338,2012,BVH,SYH,Approved
339,2012,BVH,SUH,Approved
340,2012,BVH,SYH,Approved
341,2012,BVH,ELH,Approved
342,2012,BVH,SOH,Approved
343,2012,BVH,ORH,Approved
344,2012,BVH,CPH,Approved
345,2012,BVH,ELH,Approved
346,2012,BVH,ORH,Approved
347,2012,BVH,HTH,Approved
348,2012,BVH,ELH,Approved
349,2012,BVH,HTH,Approved
350,2012,BVH,MOH,Approved
351,2012,BVH,ORH,Approved
352,2012,BVH,ORH,Approved
353,2012,BVH,SYH,Approved
354,2012,BVH,ORH,Approved
355,2012,BVH,MOH,Approved
356,2012,BVH,CVH,Approved
357,2012,BVH,ORH,Approved
358,2012,BVH,ORH,Approved
359,2012,BVH,ORH,Approved
360,2012,BVH,ELH,Approved
361,2012,BVH,ELH,Approved
362,2012,BVM,GJH,Approved
363,2012,BVM,RDM,Approved
364,2012,BVM,RDM,Approved
365,2012,BVM,RDM,Approved
366,2012,BVM,CVM,Approved
367,2012,BVM,ELM,Approved
368,2012,BVM,HTM,Approved
369,2012,BVM,CPM,Approved
370,2012,BVM,CVM,Approved
371,2012,BVM,GJH,Approved
372,2012,BVM,CPM,Approved
373,2012,BVM,HTM,Approved
374,2012,BVM,CPM,Approved
375,2012,BVM,CPM,Approved
376,2012,BVM,HTM,Approved
377,2012,BVM,NCM,Approved
378,2012,BVM,CPM,Approved
379,2012,BVM,CVM,Approved
380,2012,BVM,HTM,Approved
381,2012,BVM,GJH,Approved
382,2012,BVM,RDM,Approved
383,2012,BVM,CPM,Approved
384,2012,BVM,CPM,Approved
385,2012,BVM,CVM,Approved
386,2012,BVM,MVM,Approved
387,2012,BVM,ELM,Approved
388,2012,BVM,NCM,Approved
389,2012,BVM,CPM,Approved
390,2012,BVM,MVM,Approved
391,2012,BVM,MVM,Approved
392,2012,BVM,ELM,Approved
393,2012,BVM,HTM,Approved
394,2012,BVM,CPM,Approved
395,2012,BVM,CVM,Denied
396,2012,BVM,CVM,Approved
397,2012,BVM,CPM,Approved
398,2012,BVM,CVM,Approved
399,2012,BVM,CVM,Approved
400,2012,BVM,CVM,Approved
401,2012,BVM,MOM,Approved
402,2012,BVM,ELM,Approved
403,2012,BVM,CPM,Approved
404,2012,BVM,RDM,Approved
405,2012,BVM,ELM,Approved
406,2012,BVM,ELM,Approved
407,2012,BVM,CVM,Approved
408,2012,BVM,NCM,Approved
409,2012,BVM,HTM,Approved
410,2012,BVM,RDM,Approved
411,2012,BVM,CVM,Approved
412,2012,BVM,CVM,Approved
413,2012,BVM,RDM,Approved
414,2012,BVM,NCM,Approved
415,2012,BVM,CPM,Approved
416,2012,BVM,RDM,Approved
417,2012,BVM,HTM,Approved
418,2012,BVM,GJH,Approved
419,2012,BVM,MOM,Approved
420,2012,BVM,ELM,Approved
421,2012,BVM,HTM,Approved
422,2012,BVM,NCM,Approved
423,2012,BVM,NCM,Approved
424,2012,BVM,CVM,Approved
425,2012,BVM,MVM,Approved
426,2012,BVM,MVM,Approved
427,2012,BVM,RDM,Approved
428,2012,BVM,CPM,Approved
429,2012,BVM,MOM,Approved
430,2012,BVM,RDM,Denied
431,2012,BVM,RDM,Approved
432,2012,BVM,ELM,Approved
433,2012,BVM,HTM,Approved
434,2012,BVM,SOM,Approved
435,2012,BVM,MOM,Approved
436,2012,BVM,RDM,Approved
437,2012,BVM,CVM,Approved
438,2012,BVM,SOM,Approved
439,2012,BVM,GJH,Approved
440,2012,BVM,CPM,Approved
441,2012,BVM,ELM,Approved
442,2012,BVM,HTM,Approved
443,2012,BVM,ELM,Approved
444,2012,BVM,HTM,Approved
445,2012,BVM,CVM,Approved
446,2012,BVM,HTM,Approved
447,2012,BVM,HTM,Approved
448,2012,BVM,CPM,Approved
449,2012,BVM,CPM,Approved
450,2012,BVM,GJH,Approved
451,2012,BVM,HTM,Approved
452,2012,BVM,CVM,Approved
453,2012,BVM,MVM,Denied
454,2012,BVM,ELM,Approved
455,2012,BVM,CPM,Approved
456,2012,BVM,HTM,Approved
457,2012,BVM,CVM,Approved
458,2012,BVM,NCM,Approved
459,2012,BVM,MOM,Approved
460,2012,BVM,CPM,Approved
461,2012,BVM,RDM,Approved
462,2012,BVM,CVM,Approved
463,2012,BVM,MOM,Approved
464,2012,BVM,GJH,Approved
465,2012,BVM,CPM,Approved
466,2012,BVM,GJH,Approved
467,2012,BVM,GJH,Approved
468,2012,BVM,GJH,Approved
469,2012,BVM,CPM,Approved
470,2012,BVM,NCM,Approved
471,2012,BVM,CVM,Approved
472,2012,BVM,RDM,Approved
473,2012,BVM,RDM,Approved
474,2012,BVM,ELM,Approved
475,2012,BVM,HTM,Approved
476,2012,BVM,CVM,Approved
477,2012,BVM,HTM,Approved
478,2012,BVM,MOM,Approved
479,2012,BVM,CVM,Approved
480,2012,BVM,MOM,Approved
481,2012,BVM,NCM,Approved
482,2012,BVM,CVM,Approved
483,2012,BVM,CPM,Approved
484,2012,BVM,MVM,Approved
485,2012,BVM,CVM,Approved
486,2012,BVM,CVM,Approved
487,2012,BVM,GJH,Approved
488,2012,BVM,HTM,Approved
489,2012,BVM,ELM,Approved
490,2012,BVM,HTM,Approved
491,2012,BVM,NCM,Approved
492,2012,BVM,RDM,Approved
493,2012,BVM,GJH,Approved
494,2012,BVM,CVM,Approved
495,2012,BVM,HTM,Approved
496,2012,BVM,CVM,Approved
497,2012,BVM,HTM,Approved
498,2012,BVM,MVM,Approved
499,2012,BVM,ELM,Approved
500,2012,BVM,CVM,Approved
501,2012,BVM,HTM,Approved
502,2012,BVM,CVM,Approved
503,2012,BVM,HTM,Approved
504,2012,BVM,CPM,Approved
505,2012,BVM,CPM,Approved
506,2012,BVM,NCM,Approved
507,2012,BVM,HTM,Approved
508,2012,BVM,HTM,Approved
509,2012,BVM,RDM,Approved
510,2012,BVM,MOM,Approved
511,2012,BVM,HTM,Approved
512,2012,BVM,SOM,Approved
513,2012,BVM,MVM,Approved
514,2012,BVM,CPM,Approved
515,2012,BVM,CPM,Approved
516,2012,BVM,ELM,Approved
517,2012,BVM,CPM,Approved
518,2012,BVM,NCM,Approved
519,2012,BVM,NCM,Approved
520,2012,BVM,HTM,Approved
521,2012,BVM,NCM,Approved
522,2012,BVM,MOM,Approved
523,2012,BVM,CPM,Approved
524,2012,BVM,CPM,Approved
525,2012,BVM,NCM,Approved
526,2012,BVM,RDM,Approved
527,2012,BVM,MVM,Approved
528,2012,BVM,RDM,Approved
529,2012,BVM,CPM,Approved
530,2012,BVM,RDM,Approved
531,2012,BVM,HTM,Approved
532,2012,BVM,RDM,Approved
533,2012,BVM,HTM,Approved
534,2012,BVM,HTM,Approved
535,2012,BVM,HTM,Approved
536,2012,BVM,HTM,Approved
537,2012,BVM,MOM,Approved
538,2012,BVM,RDM,Approved
539,2012,BVM,CPM,Approved
540,2012,BVM,CVM,Approved
541,2012,BVM,CPM,Approved
542,2012,BVM,RDM,Approved
543,2012,BVM,CVM,Approved
544,2012,BVM,ELM,Approved
545,2012,BVM,CPM,Approved
546,2012,BVM,MVM,Approved
547,2012,BVM,HTM,Approved
548,2012,BVM,CPM,Approved
549,2012,BVM,HTM,Approved
550,2012,BVM,HTM,Approved
551,2012,BVM,CPM,Approved
552,2012,BVM,HTM,Approved
553,2012,BVM,CPM,Approved
554,2012,BVM,HTM,Approved
555,2012,BVM,HTM,Approved
556,2012,BVM,ELM,Approved
557,2012,BVM,MOM,Approved
558,2012,BVM,RDM,Approved
559,2012,BVM,CVM,Approved
560,2012,BVM,MVM,Approved
561,2012,BVM,NCM,Approved
562,2012,BVM,CPM,Approved
563,2012,BVM,RDM,Approved
564,2012,BVM,ELM,Approved
565,2012,BVM,HTM,Approved
566,2012,BVM,HTM,Approved
567,2012,BVM,HTM,Approved
568,2012,BVM,HTM,Approved
569,2012,BVM,HTM,Approved
570,2012,BVM,CVM,Approved
571,2012,BVM,RDM,Approved
572,2012,BVM,CPM,Approved
573,2012,BVM,CPM,Approved
574,2012,BVM,GJH,Approved
575,2012,BVM,CPM,Approved
576,2012,BVM,HTM,Approved
577,2012,BVM,CVM,Approved
578,2012,BVM,CPM,Approved
579,2012,BVM,HTM,Approved
580,2012,BVM,ELM,Approved
581,2012,BVM,CVM,Approved
582,2012,BVM,GJH,Approved
583,2012,BVM,CPM,Approved
584,2012,BVM,ELM,Approved
585,2012,BVM,NCM,Approved
586,2012,BVM,NCM,Approved
587,2012,BVM,CPM,Approved
588,2012,BVM,ELM,Approved
589,2012,BVM,RDM,Approved
590,2012,BVM,RDM,Approved
591,2012,BVM,RDM,Approved
592,2012,BVM,CVM,Approved
593,2012,BVM,SOM,Approved
594,2012,BVM,NCM,Approved
595,2012,BVM,HTM,Approved
596,2012,CPH,MOH,Approved
597,2012,CPH,ORH,Approved
598,2012,CPH,HTH,Approved
599,2012,CPH,HTH,Approved
600,2012,CPH,SYH,Approved
601,2012,CPH,BVH,Approved
602,2012,CPH,SOH,Approved
603,2012,CPH,ORH,Approved
604,2012,CPH,CVH,Approved
605,2012,CPH,ORH,Approved
606,2012,CPH,SOH,Approved
607,2012,CPH,BVH,Approved
608,2012,CPH,HTH,Approved
609,2012,CPH,CVH,Approved
610,2012,CPH,SUH,Approved
611,2012,CPH,CVH,Approved
612,2012,CPH,MOH,Approved
613,2012,CPH,MOH,Approved
614,2012,CPH,MOH,Approved
615,2012,CPH,HTH,Approved
616,2012,CPH,BVH,Approved
617,2012,CPH,HTH,Approved
618,2012,CPH,CVH,Approved
619,2012,CPH,ORH,Approved
620,2012,CPH,OLH,Approved
621,2012,CPH,CVH,Approved
622,2012,CPH,ORH,Approved
623,2012,CPH,SYH,Approved
624,2012,CPH,SYH,Approved
625,2012,CPH,MOH,Approved
626,2012,CPH,OLH,Approved
627,2012,CPH,ORH,Approved
628,2012,CPH,SYH,Approved
629,2012,CPH,SYH,Approved
630,2012,CPH,ORH,Approved
631,2012,CPH,MOH,Approved
632,2012,CPH,MOH,Approved
633,2012,CPH,CVH,Approved
634,2012,CPH,ORH,Approved
635,2012,CPH,MOH,Approved
636,2012,CPH,MOH,Approved
637,2012,CPH,ELH,Approved
638,2012,CPH,SYH,Approved
639,2012,CPH,SYH,Approved
640,2012,CPH,SYH,Approved
641,2012,CPH,SUH,Approved
642,2012,CPH,HTH,Approved
643,2012,CPH,HTH,Approved
644,2012,CPH,ORH,Approved
645,2012,CPH,ORH,Approved
646,2012,CPH,HTH,Approved
647,2012,CPH,ORH,Approved
648,2012,CPH,SOH,Approved
649,2012,CPH,MVH,Approved
650,2012,CPH,ORH,Approved
651,2012,CPH,MVH,Approved
652,2012,CPH,CVH,Approved
653,2012,CPH,ORH,Approved
654,2012,CPH,HTH,Approved
655,2012,CPH,SOH,Approved
656,2012,CPH,HTH,Approved
657,2012,CPH,MOH,Approved
658,2012,CPH,HTH,Approved
659,2012,CPH,HTH,Approved
660,2012,CPH,ORH,Approved
661,2012,CPH,CVH,Approved
662,2012,CPH,CVH,Approved
663,2012,CPH,OLH,Approved
664,2012,CPH,MOH,Approved
665,2012,CPH,MOH,Approved
666,2012,CPH,HTH,Denied
667,2012,CPH,MVH,Approved
668,2012,CPH,CVH,Approved
669,2012,CPH,SYH,Approved
670,2012,CPH,MVH,Approved
671,2012,CPH,SYH,Approved
672,2012,CPH,SYH,Approved
673,2012,CPH,CVH,Approved
674,2012,CPH,SYH,Approved
675,2012,CPH,HTH,Approved
676,2012,CPH,HTH,Approved
677,2012,CPH,BVH,Approved
678,2012,CPH,BVH,Approved
679,2012,CPH,CVH,Approved
680,2012,CPH,ORH,Approved
681,2012,CPH,ORH,Approved
682,2012,CPH,MVH,Approved
683,2012,CPH,CVH,Approved
684,2012,CPH,CVH,Approved
685,2012,CPH,BVH,Approved
686,2012,CPH,CVH,Approved
687,2012,CPH,SOH,Approved
688,2012,CPH,SOH,Approved
689,2012,CPH,MVH,Approved
690,2012,CPH,SOH,Approved
691,2012,CPH,ELH,Approved
692,2012,CPH,MVH,Approved
693,2012,CPH,SUH,Approved
694,2012,CPH,HTH,Approved
695,2012,CPH,CVH,Approved
696,2012,CPH,MOH,Approved
697,2012,CPH,MOH,Approved
698,2012,CPH,CVH,Approved
699,2012,CPH,SOH,Approved
700,2012,CPH,HTH,Approved
701,2012,CPH,MOH,Approved
702,2012,CPH,BVH,Approved
703,2012,CPH,SOH,Approved
704,2012,CPH,MOH,Approved
705,2012,CPH,SYH,Approved
706,2012,CPH,BVH,Approved
707,2012,CPH,SOH,Approved
708,2012,CPH,HTH,Approved
709,2012,CPH,CVH,Approved
710,2012,CPH,SYH,Approved
711,2012,CPH,SYH,Approved
712,2012,CPH,SUH,Approved
713,2012,CPH,ORH,Approved
714,2012,CPH,HTH,Approved
715,2012,CPH,CVH,Approved
716,2012,CPH,ORH,Approved
717,2012,CPH,CVH,Approved
718,2012,CPH,HTH,Approved
719,2012,CPH,CVH,Approved
720,2012,CPH,ORH,Approved
721,2012,CPH,SYH,Approved
722,2012,CPH,BVH,Approved
723,2012,CPH,SYH,Approved
724,2012,CPH,ORH,Approved
725,2012,CPH,HTH,Approved
726,2012,CPH,OLH,Approved
727,2012,CPH,MOH,Approved
728,2012,CPH,MOH,Approved
729,2012,CPH,MOH,Approved
730,2012,CPH,SUH,Approved
731,2012,CPH,CVH,Approved
732,2012,CPH,CVH,Approved
733,2012,CPH,HTH,Approved
734,2012,CPH,CVH,Approved
735,2012,CPH,MOH,Approved
736,2012,CPH,ORH,Approved
737,2012,CPH,ORH,Approved
738,2012,CPH,CVH,Approved
739,2012,CPH,MOH,Approved
740,2012,CPH,MOH,Approved
741,2012,CPH,HTH,Approved
742,2012,CPH,CVH,Approved
743,2012,CPH,SYH,Approved
744,2012,CPH,ORH,Approved
745,2012,CPH,SYH,Approved
746,2012,CPH,MVH,Approved
747,2012,CPH,MOH,Approved
748,2012,CPH,HTH,Approved
749,2012,CPH,SOH,Approved
750,2012,CPH,SYH,Approved
751,2012,CPH,HTH,Approved
752,2012,CPH,ORH,Approved
753,2012,CPH,BVH,Approved
754,2012,CPH,CVH,Approved
755,2012,CPH,MVH,Approved
756,2012,CPH,SOH,Approved
757,2012,CPH,ORH,Approved
758,2012,CPH,HTH,Approved
759,2012,CPH,SUH,Approved
760,2012,CPH,HTH,Approved
761,2012,CPH,MOH,Approved
762,2012,CPH,HTH,Approved
763,2012,CPH,SYH,Approved
764,2012,CPH,HTH,Approved
765,2012,CPH,SOH,Approved
766,2012,CPH,BVH,Approved
767,2012,CPH,SYH,Approved
768,2012,CPH,ORH,Approved
769,2012,CPH,ORH,Approved
770,2012,CPH,ORH,Approved
771,2012,CPH,SYH,Approved
772,2012,CPH,MVH,Approved
773,2012,CPH,SYH,Approved
774,2012,CPH,MOH,Approved
775,2012,CPH,ORH,Approved
776,2012,CPH,ORH,Approved
777,2012,CPH,BVH,Approved
778,2012,CPH,CVH,Approved
779,2012,CPH,SUH,Approved
780,2012,CPH,CVH,Approved
781,2012,CPH,SUH,Approved
782,2012,CPH,HTH,Approved
783,2012,CPH,HTH,Approved
784,2012,CPH,SUH,Approved
785,2012,CPM,MOM,Approved
786,2012,CPM,MVM,Approved
787,2012,CPM,HTM,Approved
788,2012,CPM,CVM,Approved
789,2012,CPM,CVM,Approved
790,2012,CPM,NCM,Approved
791,2012,CPM,HTM,Approved
792,2012,CPM,HTM,Approved
793,2012,CPM,MOM,Approved
794,2012,CPM,MOM,Approved
795,2012,CPM,MOM,Approved
796,2012,CPM,RDM,Approved
797,2012,CPM,HTM,Approved
798,2012,CPM,SOM,Approved
799,2012,CPM,CVM,Approved
800,2012,CPM,CVM,Approved
801,2012,CPM,CVM,Approved
802,2012,CPM,HTM,Approved
803,2012,CPM,GJH,Approved
804,2012,CPM,MVM,Approved
805,2012,CPM,MOM,Approved
806,2012,CPM,MOM,Approved
807,2012,CPM,HTM,Approved
808,2012,CPM,HTM,Approved
809,2012,CPM,MVM,Approved
810,2012,CPM,CVM,Approved
811,2012,CPM,CVM,Approved
812,2012,CPM,CVM,Approved
813,2012,CPM,HTM,Approved
814,2012,CPM,MVM,Approved
815,2012,CPM,HTM,Approved
816,2012,CPM,HTM,Approved
817,2012,CPM,HTM,Approved
818,2012,CPM,MVM,Approved
819,2012,CPM,HTM,Approved
820,2012,CPM,HTM,Approved
821,2012,CPM,CVM,Approved
822,2012,CPM,CVM,Approved
